ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
,,,,,,,,,,,,,,,,,,,,
N4544,6.07,1.85,4.22,7.92,4.75,5.28,3.17,6.07,5.54,10.82,1.32,4.75,5.8,5.01,5.28,6.6,4.22,5.28,1.32,4.75
,,,,,,,,,,,,,,,,,,,,
N4546,5.66,2.18,2.18,2.83,7.19,6.32,2.61,11.11,3.27,11.98,2.61,4.79,4.58,2.83,3.92,9.59,5.23,7.19,0.22,3.7
,,,,,,,,,,,,,,,,,,,,
N4548,4.88,1.22,2.96,4.18,9.58,4.53,1.22,9.93,5.75,14.11,1.74,5.23,2.26,3.66,3.83,8.36,5.57,5.4,1.57,4.01
,,,,,,,,,,,,,,,,,,,,
N4550,6.66,0.85,4.02,4.55,5.81,3.28,2.85,7.08,8.56,9.09,1.06,6.87,5.07,3.49,1.8,11.42,6.77,6.03,1.16,3.59
,,,,,,,,,,,,,,,,,,,,
N4552,3.12,1.42,6.39,6.25,5.97,4.4,1.7,7.1,5.82,10.37,1.28,9.94,2.84,3.98,3.69,11.22,5.11,4.12,1.85,3.41
,,,,,,,,,,,,,,,,,,,,
N4554,4.09,0.7,7.02,7.02,3.74,3.86,1.99,7.02,9.12,12.75,1.99,5.96,3.98,4.33,4.44,8.42,5.26,4.68,0.58,3.04
,,,,,,,,,,,,,,,,,,,,
N4556,6.02,1.51,4.52,5.38,5.59,7.31,1.29,8.17,5.81,10.97,1.94,4.52,2.8,3.01,3.01,12.04,4.52,6.02,1.51,4.09
,,,,,,,,,,,,,,,,,,,,
N4558,3.86,2.08,6.53,7.72,5.19,2.97,0.89,6.68,9.35,12.46,1.34,4.9,3.12,3.71,3.26,7.27,6.38,6.97,0.59,4.75
,,,,,,,,,,,,,,,,,,,,
N4560,3.52,0,7.04,13.38,2.82,5.63,0.7,2.82,11.97,11.27,2.82,7.75,1.41,4.23,4.23,8.45,3.52,4.23,0.7,3.52
,,,,,,,,,,,,,,,,,,,,
N4562,6.01,0.75,5.56,6.01,3.3,2.85,2.4,6.46,8.86,10.06,3,6.46,5.41,4.2,3.3,11.26,6.46,4.8,0.6,2.25
,,,,,,,,,,,,,,,,,,,,
N4564,6.47,1.29,8.62,6.47,2.59,7.76,2.16,5.6,6.9,8.19,3.45,3.45,5.6,3.88,4.31,3.45,5.17,9.05,2.16,3.45
,,,,,,,,,,,,,,,,,,,,
N4566,7.81,3.12,4.69,7.19,5,6.56,1.88,6.88,6.25,11.25,1.88,3.75,3.75,4.06,4.38,5.31,5.62,5.62,1.25,3.75
,,,,,,,,,,,,,,,,,,,,
N4568,6.67,6.67,2,1.33,12.67,4.67,0.67,4,2,14.67,1.33,5.33,0.67,0.67,3.33,24.67,4.67,3.33,0.67,0
,,,,,,,,,,,,,,,,,,,,
N4570,5.65,1.73,5.34,5.65,4.71,8.32,2.83,5.97,4.87,6.91,1.41,7.38,4.71,2.83,4.24,10.2,6.91,5.02,1.73,3.61
,,,,,,,,,,,,,,,,,,,,
N4572,4.98,0.31,6.85,7.79,4.36,8.72,2.49,7.48,4.67,8.41,2.18,6.85,3.12,5.92,3.43,8.1,6.54,3.74,0.62,3.43
,,,,,,,,,,,,,,,,,,,,
N4574,5.73,1.04,3.65,7.29,4.17,3.65,2.08,9.9,6.25,11.98,4.17,5.21,3.65,3.65,5.21,5.21,3.12,7.29,2.08,4.69
,,,,,,,,,,,,,,,,,,,,
N4576,6.25,0,6.25,2.08,9.38,4.17,0,11.46,3.12,16.67,8.33,1.04,3.12,7.29,2.08,3.12,4.17,4.17,4.17,3.12
,,,,,,,,,,,,,,,,,,,,
N4578,9.58,0.52,6.45,7.67,3.31,8.89,1.22,5.75,5.75,8.54,2.26,2.96,4.36,3.83,4.88,5.75,5.92,10.1,0.17,2.09
,,,,,,,,,,,,,,,,,,,,
N4580,6.81,0.73,5.6,9.49,3.65,7.79,3.41,6.81,4.14,8.03,3.65,5.11,3.16,2.19,7.3,4.62,5.6,6.33,1.46,4.14
,,,,,,,,,,,,,,,,,,,,
N4582,6.34,0.05,8.97,3.87,3.55,7.9,1.18,7.47,5.48,5.37,1.61,9.46,3.39,3.12,2.36,7.74,7.9,6.77,1.93,5.53
,,,,,,,,,,,,,,,,,,,,
N4584,7.23,2.21,5.95,6.38,3.06,9.86,1.7,4.59,6.97,9.01,1.96,2.55,5.95,2.72,5.02,8.16,6.29,6.72,1.36,2.3
,,,,,,,,,,,,,,,,,,,,
N4586,7.54,1.57,4.71,3.14,5.34,6.28,1.1,7.54,4.71,10.68,3.45,3.14,3.77,2.98,4.24,8.01,5.34,9.11,2.67,4.71
,,,,,,,,,,,,,,,,,,,,
N4588,5.53,2.98,5.96,3.83,4.68,3.4,1.7,10.21,5.53,13.19,2.55,5.96,3.4,1.28,5.11,8.51,4.68,4.68,0.85,5.96
,,,,,,,,,,,,,,,,,,,,
N4590,5.38,0.9,4.93,4.48,4.04,2.69,1.79,8.97,5.83,9.42,0.9,7.17,2.24,9.42,6.28,10.76,8.52,4.04,1.35,0.9
,,,,,,,,,,,,,,,,,,,,
N4592,4.67,0.67,4,5.33,2.67,5.33,2,2,2.67,14.67,2,2.67,5.33,7.33,7.33,8.67,4.67,11.33,2,4.67
,,,,,,,,,,,,,,,,,,,,
N4594,7.65,0.81,7.65,9.87,2.82,6.75,2.22,5.64,6.34,11.58,2.32,4.03,3.22,3.42,2.52,7.55,5.44,6.45,0.6,3.12
,,,,,,,,,,,,,,,,,,,,
N4596,6.69,2.91,8.72,8.14,3.2,3.49,2.33,10.47,8.72,7.27,1.74,5.52,7.27,2.62,5.81,4.65,1.16,5.23,1.16,2.91
,,,,,,,,,,,,,,,,,,,,
N4598,5.76,0.41,7,7,4.53,5.76,3.29,7.82,9.47,7.82,2.06,3.29,5.76,4.12,2.47,8.64,2.88,7.41,0.82,3.7
,,,,,,,,,,,,,,,,,,,,
N4600,3.28,1.19,5.97,7.76,6.87,2.69,0.6,8.66,6.87,10.15,0.6,5.37,5.67,6.57,4.78,5.67,5.97,6.57,0,4.78
,,,,,,,,,,,,,,,,,,,,
N4602,10.02,0.63,6.1,7.04,5.16,4.38,1.25,5.01,8.29,11.27,1.56,6.1,3.76,5.95,3.76,6.89,5.16,3.44,0,4.23
,,,,,,,,,,,,,,,,,,,,
N4604,4.33,1.3,7.79,11.69,1.3,4.76,2.6,7.36,5.63,14.72,1.3,4.76,4.76,3.9,4.33,8.23,4.76,6.06,0,0.43
,,,,,,,,,,,,,,,,,,,,
N4606,6.05,1.63,7.44,6.74,4.88,6.05,3.26,6.05,4.88,10,1.86,4.65,3.95,3.02,4.65,6.74,4.65,4.42,2.56,6.51
,,,,,,,,,,,,,,,,,,,,
N4608,5.85,0.39,7.02,5.65,6.24,4.48,1.17,6.63,6.43,9.36,3.31,5.26,5.65,3.51,4.29,8.97,6.04,4.29,1.56,3.9
,,,,,,,,,,,,,,,,,,,,
N4610,4.55,0.43,7.22,8.25,3.26,4.21,2.84,5.67,7.73,8.42,1.63,7.39,5.41,4.21,3.61,9.79,6.44,5.67,0.77,2.49
,,,,,,,,,,,,,,,,,,,,
N4612,5.71,2.14,6.43,6.43,5,5.36,1.79,4.64,7.5,9.29,1.43,3.93,5,4.29,4.29,8.57,5.71,8.21,1.43,2.86
,,,,,,,,,,,,,,,,,,,,
N4614,5.56,2.22,7.3,5.56,5.08,3.97,2.06,5.71,6.98,12.7,1.75,4.92,4.44,3.33,4.44,8.41,4.44,7.14,1.59,2.38
,,,,,,,,,,,,,,,,,,,,
N4616,5.74,1.31,6.72,5.08,5.74,4.75,2.13,5.41,4.43,12.62,2.79,4.26,6.07,3.44,4.1,9.02,7.7,3.93,1.31,3.44
,,,,,,,,,,,,,,,,,,,,
N4618,6.2,0.49,7.17,4.25,4.62,3.77,1.7,5.1,4.37,8.38,1.09,8.14,5.95,3.16,3.16,13.85,7.53,6.2,1.09,3.77
,,,,,,,,,,,,,,,,,,,,
N4620,4.68,0,7.45,10.43,2.34,1.7,1.28,6.6,16.17,10.21,0.64,6.38,2.77,7.87,4.26,5.96,4.26,5.53,0,1.49
,,,,,,,,,,,,,,,,,,,,
N4622,6.47,0.54,6.2,8.36,5.39,7.55,1.35,7.28,9.16,9.16,2.16,5.66,3.77,1.62,2.16,5.12,4.31,7.28,0,6.47
,,,,,,,,,,,,,,,,,,,,
N4624,6.31,0.9,4.5,11.71,7.21,4.5,0,5.41,14.41,12.61,2.7,3.6,5.41,2.7,6.31,0.9,3.6,2.7,0.9,3.6
,,,,,,,,,,,,,,,,,,,,
N4626,2.02,1.62,6.07,7.29,4.45,4.86,2.23,6.28,7.09,12.55,2.43,4.66,2.83,5.87,3.64,8.3,5.47,5.67,1.62,5.06
,,,,,,,,,,,,,,,,,,,,
N4628,5,16.82,4.55,8.18,6.36,5.91,1.36,2.73,13.18,5,2.27,7.73,3.18,4.55,4.09,2.73,1.36,3.64,0,1.36
,,,,,,,,,,,,,,,,,,,,
N4630,5.31,0.41,4.49,3.67,3.27,5.71,2.04,10.61,6.94,8.57,2.45,5.71,5.31,5.71,4.08,9.39,6.12,6.12,0.41,3.67
,,,,,,,,,,,,,,,,,,,,
N4632,5,1,4.2,6,6.6,7.2,2.4,4.2,6.4,9.6,2.8,5.6,4.4,3.4,5.8,8.6,5.2,7.4,1.6,2.6
,,,,,,,,,,,,,,,,,,,,
N4634,3.15,1.15,8.6,7.16,3.15,2.58,0.86,7.45,9.74,10.89,1.43,9.46,4.58,5.16,3.72,9.17,3.15,4.3,1.43,2.87
,,,,,,,,,,,,,,,,,,,,
N4636,15.43,0.37,6.69,7.99,1.67,12.08,1.3,1.86,1.12,9.85,1.86,2.23,5.39,2.23,4.65,6.69,6.32,9.29,1.49,1.49
,,,,,,,,,,,,,,,,,,,,
N4638,4.75,2.11,3.69,6.86,4.49,3.69,2.11,8.71,6.6,10.03,1.58,5.28,6.07,5.28,4.49,7.65,6.86,5.28,0.53,3.96
,,,,,,,,,,,,,,,,,,,,
N4640,6.32,0.7,5.96,4.21,5.26,6.32,3.16,4.91,8.07,7.72,1.75,9.82,3.51,5.61,2.81,6.67,5.26,7.02,1.05,3.86
,,,,,,,,,,,,,,,,,,,,
N4642,7.1,0.55,7.38,7.65,2.73,6.01,0.55,4.92,9.56,8.74,1.09,5.19,4.64,3.28,1.91,9.29,8.2,8.74,0.27,2.19
,,,,,,,,,,,,,,,,,,,,
N4644,10.56,2.22,3.33,7.22,3.33,7.78,2.22,5,5.56,9.44,2.78,1.67,3.89,5,4.44,7.78,6.11,9.44,0.56,1.67
,,,,,,,,,,,,,,,,,,,,
N4646,8.15,0.54,6.52,4.89,2.17,5.98,1.63,4.89,7.61,11.96,2.72,2.72,3.8,6.52,4.35,7.07,6.52,8.15,2.17,1.63
,,,,,,,,,,,,,,,,,,,,
N4648,14.36,1.01,1.01,2.27,5.04,10.83,1.01,6.55,3.02,14.36,3.53,4.03,3.53,2.52,2.52,5.54,4.53,9.57,2.27,2.52
,,,,,,,,,,,,,,,,,,,,
N4650,10.6,1.99,2.65,2.43,6.4,8.83,1.1,8.39,2.21,10.82,5.3,3.75,4.64,2.21,5.3,6.84,5.74,6.18,2.21,2.43
,,,,,,,,,,,,,,,,,,,,
N4652,5.7,1.68,4.7,7.38,8.39,3.36,2.35,5.7,8.39,8.39,2.01,3.69,3.69,3.69,4.36,8.05,5.37,5.37,1.68,6.04
,,,,,,,,,,,,,,,,,,,,
N4654,4.01,0.53,6.68,5.35,4.55,6.68,3.21,7.22,10.16,7.75,2.67,5.35,4.01,4.81,3.21,7.49,5.35,6.42,1.07,3.48
,,,,,,,,,,,,,,,,,,,,
N4656,6.83,0.8,5.22,8.03,3.61,5.22,3.21,5.62,6.43,8.84,2.81,7.23,3.21,4.42,4.42,6.43,6.83,5.62,0.4,4.82
,,,,,,,,,,,,,,,,,,,,
N4658,3.87,0,2.76,4.42,4.42,12.71,0.55,6.63,3.87,3.87,6.63,3.31,8.84,14.36,3.31,6.63,4.97,1.66,0.55,6.63
,,,,,,,,,,,,,,,,,,,,
N4660,7.84,1.48,6.57,7.84,5.93,4.45,2.33,6.57,6.36,9.53,1.91,2.33,5.3,5.51,4.45,5.3,3.81,6.14,0.85,5.51
,,,,,,,,,,,,,,,,,,,,
N4662,6.01,1.24,5.3,8.83,4.95,5.83,3.53,6.54,6.36,9.36,1.94,4.59,4.59,4.24,4.06,6.01,5.48,4.95,0.88,5.3
,,,,,,,,,,,,,,,,,,,,
N4664,10.67,0.89,5.56,3.78,4.67,9.33,0.44,5.78,6,9.33,2,4.89,6.44,5.56,4,6,5.33,4,2.67,2.67
,,,,,,,,,,,,,,,,,,,,
N4666,4.76,1.34,5.74,6.23,2.93,5.62,1.22,9.04,7.33,9.4,1.83,7.57,4.52,3.05,3.91,8.18,7.33,6.23,1.1,2.69
,,,,,,,,,,,,,,,,,,,,
N4668,3.92,2.04,5.42,6.28,4.63,3.53,2.35,8.01,6.2,12.64,1.18,5.89,3.69,4.16,3.22,10.13,5.26,6.44,1.1,3.92
,,,,,,,,,,,,,,,,,,,,
N4670,6.11,2.78,7.78,5,2.78,6.67,1.11,7.78,8.89,5.56,2.22,3.33,4.44,2.22,5.56,9.44,5.56,8.89,1.11,2.78
,,,,,,,,,,,,,,,,,,,,
N4672,1.77,0,5.31,10.62,0.88,0.88,1.77,8.85,8.85,11.5,5.31,5.31,2.65,7.96,5.31,6.19,8.85,2.65,0.88,4.42
,,,,,,,,,,,,,,,,,,,,
N4674,10.36,1.55,4.15,8.81,3.11,4.15,1.04,5.7,6.74,16.58,3.11,6.22,3.63,4.66,4.66,4.15,5.7,3.63,1.04,1.04
,,,,,,,,,,,,,,,,,,,,
N4676,8.71,0.59,1.39,1.98,6.14,8.91,2.97,8.32,1.58,17.03,2.97,1.19,2.77,3.17,4.36,9.11,4.95,8.12,3.37,2.38
,,,,,,,,,,,,,,,,,,,,
N4678,6.86,1.81,5.42,8.3,5.42,8.3,3.61,4.69,7.58,8.3,2.17,2.89,3.25,3.97,4.69,5.05,5.05,5.42,0.36,6.86
,,,,,,,,,,,,,,,,,,,,
N4680,4.85,1.55,5.63,8.45,5.63,3.5,2.62,6.99,6.6,10.58,2.62,5.92,3.3,4.08,5.63,7.48,5.05,3.79,0.87,4.85
,,,,,,,,,,,,,,,,,,,,
N4682,1.03,4.1,4.1,2.56,0.51,2.05,10.77,0.51,28.21,1.03,0.51,0.51,1.03,0.51,8.21,20,1.03,1.54,1.03,10.77
,,,,,,,,,,,,,,,,,,,,
N4684,10.45,0,5.92,6.9,2.76,8.48,0.39,4.54,5.13,9.66,2.37,8.68,0.99,5.13,2.96,9.07,6.71,6.31,0.2,3.35
,,,,,,,,,,,,,,,,,,,,
N4686,13.44,0.54,2.87,6.63,4.48,8.6,1.61,7.71,2.15,16.67,3.58,1.97,3.41,2.69,4.12,3.94,5.02,8.78,0.72,1.08
,,,,,,,,,,,,,,,,,,,,
N4688,5.78,0.3,7.31,7,3.2,8.98,3.04,6.24,5.63,7.61,2.13,2.74,4.87,4.11,4.72,7.91,6.24,5.33,1.98,4.87
,,,,,,,,,,,,,,,,,,,,
N4690,4.86,0.77,3.84,5.63,5.12,6.39,1.53,10.23,13.3,7.93,1.53,10.49,2.56,1.53,2.05,6.91,2.3,6.91,0.77,5.37
,,,,,,,,,,,,,,,,,,,,
N4692,10.06,1.57,2.83,7.23,5.97,2.2,4.72,3.46,5.66,11.32,2.52,3.14,6.6,5.66,7.86,4.72,2.52,4.4,2.52,5.03
,,,,,,,,,,,,,,,,,,,,
N4694,4.47,0.24,4,4.71,3.29,3.76,0.94,7.76,4.94,9.41,2.82,9.65,10.82,8,3.06,9.18,5.88,5.41,0.47,1.18
,,,,,,,,,,,,,,,,,,,,
N4696,4.27,0,8.55,13.68,5.56,6.41,6.84,6.84,8.12,8.55,2.14,4.27,2.56,1.71,3.85,3.85,3.85,5.56,1.28,2.14
,,,,,,,,,,,,,,,,,,,,
N4698,4.06,0.74,6.09,4.94,4.85,3.28,2.91,7.25,7.48,9.46,2.08,7.94,4.01,3.6,4.11,12.87,6.09,4.71,0.88,2.68
,,,,,,,,,,,,,,,,,,,,
N4700,4.17,2.6,7.12,6.42,3.99,6.25,2.26,6.6,8.68,9.72,2.78,6.08,3.47,3.82,4.86,7.81,3.82,4.69,1.74,3.12
,,,,,,,,,,,,,,,,,,,,
N4702,5.77,0.19,5.87,7.12,3.85,4.81,1.35,5,7.88,6.44,2.02,5.87,5.87,3.94,5.87,14.23,7.79,3.17,0.67,2.31
,,,,,,,,,,,,,,,,,,,,
N4704,4.11,1.17,6.51,7.95,5.35,3.63,1.64,9.53,7.54,12.06,1.51,6.79,2.95,3.5,3.15,9.46,6.24,4.04,0.55,2.33
,,,,,,,,,,,,,,,,,,,,
N4706,4.65,1.16,4.65,9.3,3.2,9.59,2.33,6.69,6.1,7.85,1.74,8.43,1.74,3.78,4.36,6.98,7.85,4.94,0.87,3.78
,,,,,,,,,,,,,,,,,,,,
N4708,8.39,2.1,5.66,5.24,4.4,5.66,3.35,6.71,4.82,10.48,1.26,3.35,3.56,4.19,6.08,8.18,5.66,5.03,2.1,3.77
,,,,,,,,,,,,,,,,,,,,
N4710,4.49,1.25,8.36,6.74,4.62,2,1.25,7.37,8.24,11.36,1.12,5.49,2.5,4.49,4.49,8.49,6.62,6.12,0.25,4.74
,,,,,,,,,,,,,,,,,,,,
N4712,5.69,2.37,6.64,6.16,3.79,6.16,5.69,7.58,6.16,9,3.79,1.42,4.74,5.21,5.69,6.64,3.32,6.16,0.47,3.32
,,,,,,,,,,,,,,,,,,,,
N4714,8.61,1.78,2.37,1.48,7.72,5.64,0.59,8.31,5.04,12.17,3.56,5.93,2.67,2.37,2.08,10.98,5.93,7.72,1.78,3.26
,,,,,,,,,,,,,,,,,,,,
N4716,9.82,0.89,0,3.57,0.89,2.68,1.79,2.68,8.93,4.46,1.79,1.79,1.79,0,10.71,17.86,23.21,6.25,0,0.89
,,,,,,,,,,,,,,,,,,,,
N4718,8.9,1.37,3.42,0.68,0,2.74,2.74,2.74,4.79,4.79,0.68,0.68,1.37,0.68,15.75,22.6,20.55,2.05,0,3.42
,,,,,,,,,,,,,,,,,,,,
N4720,1.75,1.75,12.28,7.02,8.77,0,3.51,7.02,7.02,10.53,1.75,0,5.26,5.26,0,3.51,3.51,7.02,3.51,10.53
,,,,,,,,,,,,,,,,,,,,
N4722,3.02,0,4.52,5.03,6.53,5.03,0.5,9.55,4.52,7.04,3.02,8.54,3.52,8.54,7.04,8.54,4.52,6.03,1.51,3.02
,,,,,,,,,,,,,,,,,,,,
N4724,4.47,1.96,5.56,6.54,4.03,5.01,2.51,5.23,6.43,6.97,1.63,4.68,5.88,4.58,3.38,9.26,8.61,7.52,2.07,3.7
,,,,,,,,,,,,,,,,,,,,
N4726,9.17,7.34,1.83,9.17,0.92,11.01,0.92,2.75,7.34,11.01,0.92,4.59,8.26,1.83,9.17,4.59,3.67,3.67,0.92,0.92
,,,,,,,,,,,,,,,,,,,,
N4728,7.79,2.6,3.9,14.94,1.95,0,5.19,2.6,7.14,12.34,1.3,4.55,0,12.34,12.34,1.3,3.25,3.25,1.3,1.95
,,,,,,,,,,,,,,,,,,,,
N4730,5.69,1.36,5.61,5.38,6.67,4.55,2.2,8.26,4.85,10.61,2.88,5.69,4.85,3.11,4.62,6.9,4.47,6.44,1.36,4.47
,,,,,,,,,,,,,,,,,,,,
N4732,4.38,1.53,7.44,6.78,5.91,5.91,1.31,6.56,8.53,10.07,2.19,5.25,4.38,3.94,2.63,8.32,5.47,4.38,1.31,3.72
,,,,,,,,,,,,,,,,,,,,
N4734,6.59,0.6,10.78,8.38,2.99,1.2,2.4,3.59,3.59,7.78,1.8,5.99,7.19,7.19,2.99,6.59,7.78,9.58,0,2.99
,,,,,,,,,,,,,,,,,,,,
N4736,6.45,1.29,5.81,6.45,2.58,6.45,1.61,7.42,6.13,10.65,1.61,3.23,4.19,3.87,5.81,7.74,4.52,11.94,0.32,1.94
,,,,,,,,,,,,,,,,,,,,
N4738,5.41,1.8,1.8,6.76,4.05,1.35,1.58,6.76,8.78,11.49,1.58,6.08,4.28,4.73,4.73,13.74,6.76,6.31,0.9,1.13
,,,,,,,,,,,,,,,,,,,,
N4740,5.67,0.9,6.57,8.36,4.48,4.78,3.58,8.36,6.27,9.25,3.88,2.99,3.28,7.16,3.28,6.27,3.88,5.67,0,5.37
,,,,,,,,,,,,,,,,,,,,
N4742,9.46,0.32,6.62,7.89,2.52,4.1,1.26,7.26,13.88,9.46,2.52,4.1,4.42,3.15,0.95,7.57,6.31,4.73,0.95,2.52
,,,,,,,,,,,,,,,,,,,,
N4744,3.4,1.13,4.91,6.24,4.73,5.1,1.89,6.99,8.13,10.21,1.51,4.73,5.48,5.67,2.65,13.04,6.43,4.73,0.95,2.08
,,,,,,,,,,,,,,,,,,,,
N4746,2.17,0.29,4.78,9.7,2.89,3.47,2.32,8.97,10.56,11.14,1.88,8.25,1.88,6.22,4.78,9.12,5.79,2.6,0.72,2.46
,,,,,,,,,,,,,,,,,,,,
N4748,6.43,0.64,2.25,3.22,3.86,8.68,1.93,6.43,6.75,13.5,2.25,4.82,2.89,4.5,4.5,8.04,6.43,7.4,1.29,4.18
,,,,,,,,,,,,,,,,,,,,
N4750,5.03,2.05,5.64,8.31,3.9,1.33,1.33,8.41,8,12,2.56,6.87,1.95,4.62,2.87,8.82,5.85,5.74,1.03,3.69
,,,,,,,,,,,,,,,,,,,,
N4752,1.58,2.25,6.08,8.78,6.08,4.73,2.03,10.59,5.86,11.49,3.83,6.76,2.25,4.05,3.15,9.23,3.6,4.05,0.68,2.93
,,,,,,,,,,,,,,,,,,,,
N4754,7.1,1.29,4.52,7.74,3.23,7.1,0.65,4.52,8.39,9.68,1.94,3.23,2.58,4.52,7.1,4.52,5.81,9.03,1.29,5.81
,,,,,,,,,,,,,,,,,,,,
N4756,3.95,1.98,1.58,3.95,7.51,1.98,3.16,9.88,5.93,13.44,1.19,4.74,4.35,1.58,3.56,7.91,5.53,5.14,1.98,10.67
,,,,,,,,,,,,,,,,,,,,
N4758,3.81,0.76,4.27,4.57,5.95,2.9,1.68,9.15,6.71,11.74,2.29,8.08,1.83,5.03,2.44,9.45,10.21,4.73,1.68,2.74
,,,,,,,,,,,,,,,,,,,,
N4760,5.67,0.71,2.84,5.67,6.38,4.96,2.84,7.8,9.22,12.06,2.13,7.8,2.84,2.13,1.42,9.93,4.26,6.38,0.71,4.26
,,,,,,,,,,,,,,,,,,,,
N4762,4.6,1.43,5.71,7.46,6.03,4.76,1.59,5.24,5.87,10.32,2.22,7.14,3.17,2.86,5.08,9.84,4.6,6.19,1.59,4.29
,,,,,,,,,,,,,,,,,,,,
N4764,6.51,0.93,4.65,8.84,4.65,4.65,1.4,5.58,11.63,8.37,0.93,5.12,5.58,3.26,5.58,9.3,3.72,7.44,0,1.86
,,,,,,,,,,,,,,,,,,,,
N4766,14.33,2.92,5.56,2.92,1.75,10.82,2.92,2.05,2.92,8.04,0.58,1.9,7.02,4.24,8.48,7.89,5.99,5.85,1.9,1.9
,,,,,,,,,,,,,,,,,,,,
N4768,5.1,0.28,4.82,6.23,5.1,6.23,2.55,5.1,5.1,11.33,2.27,5.95,4.25,3.4,7.93,7.08,4.25,5.38,2.55,5.1
,,,,,,,,,,,,,,,,,,,,
N4770,7.87,1.69,3.93,8.15,3.65,4.21,1.12,8.43,8.71,12.92,3.37,3.65,3.37,2.53,3.93,6.18,3.65,8.71,0.84,3.09
,,,,,,,,,,,,,,,,,,,,
N4772,4.39,1.55,4.39,8.01,6.98,7.24,3.1,8.01,5.17,9.3,3.62,3.36,2.33,3.88,4.91,6.46,5.43,7.75,0.26,3.88
,,,,,,,,,,,,,,,,,,,,
N4774,4.5,1.5,4.5,5,3.5,5.5,3,13.5,5,12,4,3.5,4,4.5,7.5,4,3.5,6.5,1.5,3
,,,,,,,,,,,,,,,,,,,,
N4776,9.29,1.24,6.5,5.26,4.95,12.07,3.1,9.91,4.95,7.12,2.79,0.93,3.1,1.86,3.41,7.43,4.95,8.05,0.31,2.79
,,,,,,,,,,,,,,,,,,,,
N4778,4.31,0.59,6.65,9,4.31,2.54,1.76,7.83,6.85,10.18,2.54,6.85,3.91,3.72,6.07,7.63,7.05,3.91,2.35,1.96
,,,,,,,,,,,,,,,,,,,,
N4780,3.67,1.02,5.7,3.46,5.3,4.48,3.05,6.31,7.13,7.54,2.65,4.48,5.5,4.48,5.91,10.18,5.3,6.11,2.24,5.5
,,,,,,,,,,,,,,,,,,,,
N4782,8.59,0.28,4.99,2.77,4.71,9.14,1.94,3.32,4.43,9.14,3.05,5.54,6.09,7.2,4.71,4.99,5.54,6.65,2.22,4.71
,,,,,,,,,,,,,,,,,,,,
N4784,6.16,1.37,6.85,10.96,4.11,5.48,0.68,6.85,6.85,6.85,4.11,4.79,2.74,4.11,6.85,5.48,5.48,8.9,1.37,0
,,,,,,,,,,,,,,,,,,,,
N4786,10.74,0.41,2.89,4.96,3.72,9.5,0.41,4.96,2.89,8.26,2.48,6.2,4.96,4.13,4.96,7.85,8.26,9.5,1.65,1.24
,,,,,,,,,,,,,,,,,,,,
N4788,3.61,3.61,7.23,7.23,2.41,7.23,0,4.82,10.84,4.82,1.2,4.82,7.23,1.2,3.61,8.43,4.82,12.05,0,4.82
,,,,,,,,,,,,,,,,,,,,
N4790,5.88,1.96,8.5,4.58,7.19,5.88,3.27,2.61,6.54,10.46,5.23,4.58,2.61,3.27,4.58,6.54,5.23,6.54,1.31,3.27
,,,,,,,,,,,,,,,,,,,,
N4792,5.06,1.27,0.84,2.11,3.38,3.8,2.95,9.07,3.38,20.04,8.02,4.85,4.01,1.69,2.11,9.7,9.07,2.11,2.32,4.22
,,,,,,,,,,,,,,,,,,,,
N4794,0,1.45,0,2.9,2.9,0,4.35,10.14,8.7,13.04,5.8,2.9,5.8,10.14,0,10.14,14.49,0,4.35,2.9
,,,,,,,,,,,,,,,,,,,,
N4796,11.97,1.06,6.91,4.26,2.39,10.64,0.8,5.59,3.72,11.44,3.72,3.19,5.05,4.26,5.59,3.72,5.05,6.91,2.39,1.33
,,,,,,,,,,,,,,,,,,,,
N4798,9.64,1.86,2.71,3.38,5.25,6.77,1.86,3.38,2.2,13.87,1.35,2.03,6.77,4.91,5.92,8.97,4.74,8.8,1.52,4.06
,,,,,,,,,,,,,,,,,,,,
N4800,12.13,0.54,6.33,6.87,3.23,6.2,1.89,5.8,6.47,8.76,2.83,4.31,4.18,3.77,3.64,6.33,6.47,7.01,0.67,2.56
,,,,,,,,,,,,,,,,,,,,
N4802,7.07,1.52,6.06,4.55,3.03,3.03,2.02,7.07,8.59,11.11,2.53,11.11,4.04,3.54,1.01,9.09,6.06,4.04,0.51,4.04
,,,,,,,,,,,,,,,,,,,,
N4804,4.48,0.83,5.14,7.63,3.15,5.64,2.65,6.97,5.14,6.47,1.66,5.97,6.47,3.15,5.8,14.93,7.13,4.64,0.5,1.66
,,,,,,,,,,,,,,,,,,,,
N4806,7.14,0.42,6.72,7.56,5.88,6.72,2.1,7.56,7.98,9.66,2.94,4.62,4.2,4.2,3.78,5.04,3.36,3.78,1.68,4.62
,,,,,,,,,,,,,,,,,,,,
N4808,8.91,0,6.93,5.94,0.99,3.96,0,9.9,2.97,8.91,3.96,4.95,2.97,3.96,4.95,9.9,8.91,9.9,0,1.98
,,,,,,,,,,,,,,,,,,,,
