ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
D2090,11.23,0.36,3.26,3.26,6.52,8.7,2.54,5.8,2.17,11.96,4.71,2.17,3.26,4.71,5.8,5.07,2.9,7.25,4.71,3.62
,,,,,,,,,,,,,,,,,,,,
D2092,6.58,1.32,3.95,9.21,5.26,6.58,1.32,6.58,14.47,3.95,3.95,5.26,1.32,2.63,5.26,5.26,6.58,5.26,2.63,2.63
,,,,,,,,,,,,,,,,,,,,
D2094,18.62,0.53,2.66,1.6,1.06,9.04,0.53,4.79,6.91,6.38,1.6,1.6,6.38,2.13,13.3,5.32,9.04,6.38,0.53,1.6
,,,,,,,,,,,,,,,,,,,,
D2096,7.79,0.29,4.08,9.11,1.4,4.2,1.44,2.51,4.66,7.79,4.99,2.1,9.85,3.42,6.55,13.89,7.17,6.88,0.25,1.61
,,,,,,,,,,,,,,,,,,,,
D2098,5.05,0,2.02,5.05,4.04,7.07,2.02,5.05,4.04,8.08,5.05,4.04,7.07,8.08,3.03,9.09,12.12,3.03,1.01,5.05
,,,,,,,,,,,,,,,,,,,,
D2100,3.22,2.53,6.44,8.28,2.99,3.45,1.61,5.98,9.2,9.2,2.99,5.75,5.52,4.14,6.21,8.05,5.06,5.52,1.15,2.76
,,,,,,,,,,,,,,,,,,,,
D2102,6.09,2.27,4.87,11.44,2.19,4.14,1.22,4.06,10.06,11.04,2.03,4.22,3.41,7.95,5.28,7.31,5.03,5.6,0.41,1.38
,,,,,,,,,,,,,,,,,,,,
D2104,11.32,0.22,5.4,6.59,2.44,6.07,1.48,4.22,2.81,7.92,2.15,2.15,10.66,8.81,5.48,5.33,4.89,7.4,1.48,3.18
,,,,,,,,,,,,,,,,,,,,
D2106,4.9,2.06,3.87,7.1,5.29,3.1,2.06,5.81,5.16,12.65,1.55,6.71,4.39,5.16,4.77,11.35,4.65,5.81,1.03,2.58
,,,,,,,,,,,,,,,,,,,,
D2108,4.84,0.4,2.42,5.65,5.65,4.44,0.81,7.66,9.27,15.32,1.61,3.63,2.82,8.06,4.03,7.66,4.84,4.44,0.81,5.65
,,,,,,,,,,,,,,,,,,,,
D2110,3.27,1.54,4.62,9.04,3.65,6.73,2.69,4.81,9.23,7.69,1.35,3.46,4.23,3.85,9.23,4.42,5,6.73,1.15,7.31
,,,,,,,,,,,,,,,,,,,,
D2112,28.21,0,0,0,0,0,0,1.28,17.95,0,1.28,0,6.41,2.56,25.64,10.26,1.28,5.13,0,0
,,,,,,,,,,,,,,,,,,,,
D2114,8.16,1.57,4.08,8.16,2.72,5.86,2.82,3.56,6.17,7.74,2.2,4.08,7.74,5.75,3.77,9.62,6.9,6.07,1.15,1.88
,,,,,,,,,,,,,,,,,,,,
D2116,9.27,2.44,5.37,4.39,5.85,7.8,3.9,4.88,6.34,8.29,2.93,2.93,4.88,4.88,4.88,5.37,3.41,8.78,1.95,1.46
,,,,,,,,,,,,,,,,,,,,
D2118,7.41,3.2,4.88,7.41,7.41,2.19,1.35,6.23,6.23,10.44,1.68,5.72,3.7,2.86,5.89,8.75,4.21,4.71,1.68,4.04
,,,,,,,,,,,,,,,,,,,,
D2120,7.58,2.59,5.44,13.29,1.87,6.78,2.94,2.94,6.69,7.58,1.61,3.12,6.78,4.01,4.46,11.69,4.91,3.75,0.27,1.69
,,,,,,,,,,,,,,,,,,,,
D2122,10.81,2.7,2.7,5.41,6.76,9.46,1.35,6.76,10.81,8.11,2.7,4.05,2.7,6.76,4.05,4.05,5.41,4.05,0,1.35
,,,,,,,,,,,,,,,,,,,,
D2124,8.31,1.63,4.97,7.01,1.87,5.05,2.44,2.61,7.17,6.76,1.79,4.97,8.39,4.97,5.38,14.34,5.05,4.32,0.9,2.04
,,,,,,,,,,,,,,,,,,,,
D2126,9.54,1.45,7.8,9.68,3.9,10.4,1.88,1.88,5.49,4.62,2.46,3.03,6.79,4.62,7.51,7.23,4.19,3.61,0.58,3.32
,,,,,,,,,,,,,,,,,,,,
D2128,5.85,1.13,4.34,8.68,3.77,6.89,1.6,7.74,10.47,10.75,1.42,3.68,4.53,1.79,5.38,3.4,4.81,7.74,1.13,4.91
,,,,,,,,,,,,,,,,,,,,
D2130,12.87,1.17,2.92,6.43,1.17,4.68,1.75,3.51,8.77,10.53,2.92,2.34,4.68,6.43,6.43,9.36,4.09,5.26,1.17,3.51
,,,,,,,,,,,,,,,,,,,,
D2132,5.67,4,4.33,7.33,3.33,5,4.33,5.33,6.33,8.33,1.33,5.33,5.67,6,4.67,9.67,5.33,3.67,1,3.33
,,,,,,,,,,,,,,,,,,,,
D2134,12.74,0.47,4.72,6.13,5.19,5.19,1.42,7.55,6.6,11.79,2.36,1.42,4.25,4.72,5.66,5.19,5.19,5.19,1.42,2.83
,,,,,,,,,,,,,,,,,,,,
D2136,5.43,2.64,3.61,7.31,3.56,4.01,2.64,4.01,8.63,7.57,1.83,8.08,5.59,5.99,3.3,10.97,7.16,5.89,0.15,1.63
,,,,,,,,,,,,,,,,,,,,
D2138,11.13,2.78,4.17,7.16,3.18,9.34,1.99,1.19,2.78,10.74,0.99,0.8,11.73,4.37,6.76,6.56,4.77,4.97,2.39,2.19
,,,,,,,,,,,,,,,,,,,,
D2140,10.53,5.26,4.68,9.36,2.92,3.51,5.26,2.92,5.26,11.11,2.92,1.75,4.09,6.43,5.85,3.51,5.26,7.6,0,1.75
,,,,,,,,,,,,,,,,,,,,
D2142,6.78,1.9,2.85,4.88,6.03,8.61,0.81,3.05,6.58,4.68,1.02,4.61,7.93,3.93,2.71,18.1,8.95,5.22,0.47,0.88
,,,,,,,,,,,,,,,,,,,,
D2144,11.92,1.45,7.27,6.1,5.23,6.4,3.2,3.49,0.87,11.92,2.33,1.16,5.23,1.74,9.59,4.07,7.27,8.72,0.29,1.74
,,,,,,,,,,,,,,,,,,,,
D2146,6.68,1.24,5.73,5.53,4.01,5.15,2.29,7.44,5.44,10.31,1.91,5.25,4.48,5.34,4.48,7.54,5.92,6.01,1.81,3.44
,,,,,,,,,,,,,,,,,,,,
D2148,2.63,1.46,5.56,6.14,3.8,4.68,3.8,10.53,8.77,8.48,2.05,5.85,5.56,4.09,7.31,5.85,3.8,5.56,1.17,2.92
,,,,,,,,,,,,,,,,,,,,
D2150,6.47,1.85,4.28,4.86,3.24,3.01,2.43,5.09,4.51,11.1,2.08,8.21,5.2,5.32,3.47,11.91,7.75,4.05,2.08,3.12
,,,,,,,,,,,,,,,,,,,,
D2152,4.46,0.92,9.23,6.62,4.31,4,1.38,3.85,7.54,6.46,2,11.85,4.77,4.92,3.54,12.62,5.38,4.31,0.46,1.38
,,,,,,,,,,,,,,,,,,,,
D2154,5.61,1.92,7.25,8.89,5.06,4.38,1.78,6.57,9.03,9.17,2.6,3.15,4.51,5.75,3.56,6.98,3.83,6.98,0.68,2.33
,,,,,,,,,,,,,,,,,,,,
D2156,15.93,1.77,1.77,2.65,2.65,6.19,0,0.88,17.7,5.31,7.08,0,6.19,1.77,7.96,3.54,7.08,7.96,2.65,0.88
,,,,,,,,,,,,,,,,,,,,
D2158,5.89,2.19,4.38,5.05,3.54,6.73,3.2,4.88,4.71,7.24,3.37,5.89,6.06,11.28,4.04,7.24,4.55,5.39,1.18,3.2
,,,,,,,,,,,,,,,,,,,,
D2160,4.77,3.18,7.28,6.75,2.91,8.21,2.52,4.77,5.56,7.28,1.72,5.7,6.75,2.78,6.62,7.15,4.9,6.09,1.32,3.71
,,,,,,,,,,,,,,,,,,,,
D2162,10.36,0,5.36,9.29,2.14,7.14,1.79,4.64,2.86,11.43,1.43,2.14,4.64,2.5,9.64,6.43,5.71,8.93,0.71,2.86
,,,,,,,,,,,,,,,,,,,,
D2164,5.39,1.35,6.02,8.09,3.42,4.67,2.8,7.37,8.82,12.34,1.97,5.5,3.32,3.63,3.01,7.26,4.77,6.74,0.73,2.8
,,,,,,,,,,,,,,,,,,,,
D2166,8.78,0.44,4.83,6.37,2.2,10.21,5.49,2.2,3.95,7.24,3.07,5.38,6.92,7.79,3.51,10.32,4.61,4.61,0.33,1.76
,,,,,,,,,,,,,,,,,,,,
D2168,7.19,1.31,4.36,3.49,2.61,8.93,3.49,3.92,3.05,7.63,1.31,3.05,10.02,4.58,5.01,14.38,5.66,5.66,0.44,3.92
,,,,,,,,,,,,,,,,,,,,
D2170,9.39,2.43,5.43,4.94,5.34,9.47,2.67,2.35,3.4,11.01,1.54,3.08,4.13,3.32,5.99,7.77,4.7,9.15,0.4,3.48
,,,,,,,,,,,,,,,,,,,,
D2172,1.85,0.93,3.7,5.56,1.85,12.04,1.85,11.11,3.7,7.41,1.85,7.41,2.78,7.41,5.56,9.26,4.63,8.33,0.93,1.85
,,,,,,,,,,,,,,,,,,,,
D2174,8.24,1.42,5.68,9.23,3.69,8.66,3.55,4.83,7.81,8.81,2.13,3.41,4.12,3.41,5.54,3.12,4.26,6.11,2.56,3.41
,,,,,,,,,,,,,,,,,,,,
D2176,12.79,1.74,5.81,5.52,1.16,9.01,2.33,1.45,0,12.5,1.74,0.87,6.98,2.62,13.95,4.07,6.1,8.72,1.45,1.16
,,,,,,,,,,,,,,,,,,,,
D2178,11.46,1.21,5.58,7.69,3.62,6.94,1.96,3.77,6.94,7.84,2.11,3.92,4.22,4.22,7.69,3.92,4.37,6.64,2.41,3.47
,,,,,,,,,,,,,,,,,,,,
D2180,6.76,2.05,8.32,6.39,4.1,5.91,3.62,7.48,7.84,8.44,2.17,3.62,4.1,3.5,4.34,5.19,4.46,5.91,0.48,5.31
,,,,,,,,,,,,,,,,,,,,
D2182,6.52,2.54,6.16,5.62,2.72,5.62,1.99,4.53,5.43,11.23,1.99,5.25,7.25,5.62,2.9,8.7,5.07,6.34,1.45,3.08
,,,,,,,,,,,,,,,,,,,,
D2184,3.39,1.69,8.47,13.56,5.08,0,0,11.86,11.86,8.47,3.39,3.39,0,3.39,1.69,6.78,3.39,3.39,0,10.17
,,,,,,,,,,,,,,,,,,,,
D2186,9.21,0,2.63,5.26,2.63,10.53,0,2.63,15.79,14.47,1.32,3.95,9.21,2.63,2.63,1.32,0,11.84,0,3.95
,,,,,,,,,,,,,,,,,,,,
D2188,8.47,0,4.24,2.54,0.85,14.41,0.85,4.24,11.86,5.93,1.69,1.69,0.85,4.24,11.86,4.24,10.17,7.63,0,4.24
,,,,,,,,,,,,,,,,,,,,
D2190,7.69,0.23,5.88,8.14,4.75,5.88,2.49,7.01,10.41,6.33,2.04,5.2,2.94,3.17,4.52,4.75,5.43,7.47,0.68,4.98
,,,,,,,,,,,,,,,,,,,,
D2192,9.25,1.8,4.56,6.63,6.08,6.22,2.35,6.35,3.87,9.81,2.21,3.18,4.83,4.14,5.8,3.87,4.56,9.12,2.07,3.31
,,,,,,,,,,,,,,,,,,,,
D2194,4.34,1.45,4.34,7.47,4.82,5.54,2.41,6.27,6.27,13.25,2.41,2.89,6.99,4.82,4.58,8.19,5.3,5.3,0,3.37
,,,,,,,,,,,,,,,,,,,,
D2196,3.54,0.84,8.08,11.62,4.71,5.56,2.02,11.45,11.11,7.24,1.35,3.2,4.04,2.36,4.88,3.87,3.37,6.23,0.34,4.21
,,,,,,,,,,,,,,,,,,,,
D2198,5.88,7.84,0,0,7.84,5.88,3.92,5.88,9.8,0,0,3.92,1.96,1.96,17.65,11.76,5.88,5.88,0,3.92
,,,,,,,,,,,,,,,,,,,,
D2200,0,1.15,2.3,2.3,0,2.3,3.45,3.45,9.2,5.75,2.3,5.75,5.75,1.15,35.63,5.75,4.6,5.75,0,3.45
,,,,,,,,,,,,,,,,,,,,
D2202,8.01,2.24,6.09,4.49,5.13,4.17,4.49,3.85,2.56,11.86,2.24,5.45,3.21,7.37,6.73,7.37,4.17,6.41,1.28,2.88
,,,,,,,,,,,,,,,,,,,,
D2204,10.18,0.9,6.29,7.49,3.59,4.19,2.4,3.89,3.59,11.68,1.8,2.99,5.39,4.49,9.58,5.09,4.79,7.49,0.9,3.29
,,,,,,,,,,,,,,,,,,,,
D2206,7.72,0.62,6.79,8.64,4.63,3.7,2.47,4.94,0.62,8.02,4.63,4.01,8.02,5.56,5.25,9.57,4.01,6.79,1.85,2.16
,,,,,,,,,,,,,,,,,,,,
D2208,7.26,1.26,3.79,6.94,4.42,4.73,2.21,7.26,5.99,12.93,2.84,5.99,4.73,2.84,6.62,5.68,5.05,5.99,1.58,1.89
,,,,,,,,,,,,,,,,,,,,
D2210,10.22,0.89,8.44,4.44,2.67,11.56,2.22,5.33,2.22,8.89,0.89,1.33,3.56,5.33,8.44,7.56,5.78,7.56,0.44,2.22
,,,,,,,,,,,,,,,,,,,,
D2212,8.76,2.43,6.12,4.44,3.17,6.34,2.43,5.28,4.54,6.44,4.12,2.75,4.33,4.86,7.07,4.75,5.7,9.71,0.95,5.81
,,,,,,,,,,,,,,,,,,,,
D2214,13.32,0.88,9.22,9.08,1.46,6.73,1.61,3.51,8.2,6.88,1.61,3.22,3.81,2.2,6.15,4.1,7.76,7.76,0.73,1.76
,,,,,,,,,,,,,,,,,,,,
D2216,5.39,1.55,5.53,4.18,3.37,4.65,2.83,4.99,5.87,9.31,3.98,8.7,6,3.84,3.71,13.01,6.27,3.64,0.61,2.56
,,,,,,,,,,,,,,,,,,,,
D2218,5.41,2.7,5.41,5.41,5.41,5.41,0,4.05,12.16,10.81,1.35,2.7,2.7,4.05,6.76,8.11,6.76,9.46,1.35,0
,,,,,,,,,,,,,,,,,,,,
D2220,4.32,0.39,6.09,7.4,5.1,5.37,2.81,6.22,9.03,9.55,2.36,5.82,5.96,4.12,4.25,7,4.78,4.71,0.85,3.86
,,,,,,,,,,,,,,,,,,,,
D2222,9.75,1.81,5.78,5.56,2.95,4.2,1.93,3.4,3.85,9.07,4.31,4.2,7.03,4.88,6.8,7.37,7.37,6.12,1.36,2.27
,,,,,,,,,,,,,,,,,,,,
D2224,5.06,0,7.44,6.4,3.42,4.46,4.02,5.21,6.55,7.29,0.89,13.54,4.46,3.72,3.42,12.35,6.4,3.87,0.15,1.34
,,,,,,,,,,,,,,,,,,,,
D2226,7.46,1.02,7.31,5.66,3.3,8.09,2.36,6.6,2.83,8.88,2.2,3.61,3.3,3.77,8.17,6.36,5.81,9.43,0.71,3.14
,,,,,,,,,,,,,,,,,,,,
D2228,4.31,0.9,4.21,15.65,2.01,1.4,1.5,4.61,14.24,11.43,2.51,6.02,1.6,5.92,3.51,7.42,6.22,4.21,0.4,1.91
,,,,,,,,,,,,,,,,,,,,
D2230,4.71,1.65,9.18,8.47,4.94,4,1.88,9.18,6.82,8.24,3.06,4,3.76,4,5.41,7.29,4.71,4.24,0.47,4
,,,,,,,,,,,,,,,,,,,,
D2232,9.28,0.77,3.31,3.09,1.36,11.16,3.28,2.1,2.21,4.57,2.14,3.72,17.12,10.57,3.94,8.95,4.9,3.79,0.66,3.09
,,,,,,,,,,,,,,,,,,,,
D2234,10.53,0,4.51,11.28,1.5,3.76,2.26,3.01,10.53,9.77,3.01,3.01,4.51,2.26,12.03,3.76,5.26,5.26,1.5,2.26
,,,,,,,,,,,,,,,,,,,,
D2236,4.38,0.73,6.88,6.77,4.9,3.65,1.35,5.1,9.06,11.35,1.56,6.35,4.38,3.75,3.02,10.62,6.04,6.04,1.25,2.81
,,,,,,,,,,,,,,,,,,,,
D2238,5.31,1.81,4.65,5.86,3.83,6.74,2.9,7.89,6.63,13.69,0.88,3.67,5.37,3.83,3.23,9.64,6.24,4.05,0.49,3.29
,,,,,,,,,,,,,,,,,,,,
D2240,8.57,2.29,3.43,4,9.71,4,3.43,10.86,4,4.57,1.14,3.43,8,5.71,9.71,5.14,1.71,2.86,4,3.43
,,,,,,,,,,,,,,,,,,,,
D2242,12.94,1.35,6.2,6.2,3.5,7.82,2.16,4.58,4.04,12.67,1.89,2.7,3.77,2.16,9.43,5.93,5.12,3.77,2.16,1.62
,,,,,,,,,,,,,,,,,,,,
D2244,12.46,0.32,3.24,5.34,1.46,4.69,3.07,3.88,4.69,5.5,1.62,5.34,3.88,21.36,3.07,6.47,5.18,6.47,0.32,1.62
,,,,,,,,,,,,,,,,,,,,
D2246,5.26,4.91,8.07,5.26,2.81,5.26,3.51,2.81,4.56,10.53,2.11,1.75,3.86,5.26,10.88,7.37,4.91,5.61,0.7,4.56
,,,,,,,,,,,,,,,,,,,,
D2248,10.17,5.93,10.17,5.93,4.24,5.08,0.85,5.93,6.78,15.25,4.24,5.08,2.54,0.85,3.39,5.93,0.85,3.39,1.69,1.69
,,,,,,,,,,,,,,,,,,,,
D2250,7.11,2.84,3.79,11.85,3.32,15.64,2.37,2.84,3.32,5.69,1.42,1.42,6.16,4.27,10.43,7.58,3.32,4.27,1.42,0.95
,,,,,,,,,,,,,,,,,,,,
D2252,10.55,0.78,5.47,3.91,1.95,8.59,3.91,4.3,5.86,9.77,2.34,2.73,5.08,2.34,10.16,4.3,5.86,8.2,2.34,1.56
,,,,,,,,,,,,,,,,,,,,
D2254,12.17,0.76,5.7,3.8,2.28,7.22,2.28,7.22,4.18,14.45,0.76,4.18,2.28,7.6,4.94,6.84,6.84,4.56,0.76,1.14
,,,,,,,,,,,,,,,,,,,,
D2256,7.72,1.54,7.41,6.48,3.4,3.4,2.47,7.41,5.56,9.88,1.85,4.01,4.01,5.56,5.86,6.17,4.63,6.48,1.23,4.94
,,,,,,,,,,,,,,,,,,,,
D2258,3.95,0.37,6.17,5.67,1.97,6.29,3.21,4.93,7.4,8.01,1.97,8.26,6.41,3.82,4.69,13.19,7.27,3.45,1.23,1.73
,,,,,,,,,,,,,,,,,,,,
D2260,6.66,1.58,8.08,6.66,4.91,4.12,2.54,5.55,7.77,11.09,2.69,4.6,4.91,4.44,5.86,5.55,3.49,5.71,0.63,3.17
,,,,,,,,,,,,,,,,,,,,
D2262,7.59,0.84,5.7,6.54,2.95,4.43,1.27,9.49,7.59,10.13,1.05,6.33,3.8,4.22,5.91,6.96,4.43,6.75,1.48,2.53
,,,,,,,,,,,,,,,,,,,,
D2264,15.9,0,3.59,8.21,3.59,5.13,1.03,5.64,2.56,10.77,3.08,1.54,4.62,5.13,7.69,3.08,8.72,7.69,0,2.05
,,,,,,,,,,,,,,,,,,,,
D2266,8.92,1.86,7.81,6.69,2.23,6.32,2.23,3.35,2.6,13.01,1.49,4.46,7.06,4.09,4.83,7.43,6.32,6.32,1.12,1.86
,,,,,,,,,,,,,,,,,,,,
D2268,8.59,0.48,8.95,7.26,3.99,3.51,2.3,4.59,5.2,6.17,1.81,7.86,5.68,3.63,5.44,8.71,7.38,5.2,0.24,3.02
,,,,,,,,,,,,,,,,,,,,
D2270,4.44,1.04,5.22,8.36,6.01,5.74,1.31,7.31,10.18,12.01,1.57,6.53,3.13,3.13,3.66,6.79,5.48,2.87,0.78,4.44
,,,,,,,,,,,,,,,,,,,,
D2272,6.15,0.82,4.51,4.92,3.28,4.1,1.23,3.28,7.38,8.61,3.28,7.38,5.74,4.92,4.51,13.93,6.56,6.56,0.82,2.05
,,,,,,,,,,,,,,,,,,,,
D2274,6.45,1.33,5.12,6.07,3.42,2.47,4.74,4.36,4.55,9.3,2.85,6.26,7.02,5.31,4.55,11.39,5.69,5.31,1.9,1.9
,,,,,,,,,,,,,,,,,,,,
D2276,5.5,1.37,4.12,9.28,3.09,3.78,1.72,9.28,11,13.06,3.09,3.78,3.44,4.12,2.75,8.25,5.5,2.06,0,4.81
,,,,,,,,,,,,,,,,,,,,
D2278,6.93,0.88,7.71,9.95,4.98,2.83,1.76,5.46,7.32,10.73,2.05,5.07,2.15,4,6.54,7.22,3.22,5.17,1.07,4.98
,,,,,,,,,,,,,,,,,,,,
D2280,2.78,5.56,2.78,4.17,13.89,0,4.17,9.72,5.56,6.94,1.39,12.5,2.78,2.78,4.17,11.11,2.78,2.78,0,4.17
,,,,,,,,,,,,,,,,,,,,
D2282,11.82,1.92,2.88,6.39,2.88,6.39,2.24,1.92,4.47,8.63,2.24,1.92,5.43,12.78,7.03,6.71,6.39,6.39,0.32,1.28
,,,,,,,,,,,,,,,,,,,,
D2284,5.34,0.87,6.43,10.58,3.6,6.11,1.53,4.69,8.07,8.94,2.07,4.8,4.8,4.69,6.76,7.96,4.03,4.69,0.87,3.16
,,,,,,,,,,,,,,,,,,,,
D2286,4.64,0.7,3.71,6.26,5.34,5.1,2.55,6.03,10.9,8.35,2.78,5.8,3.48,5.57,3.94,6.73,5.34,6.73,0.46,5.57
,,,,,,,,,,,,,,,,,,,,
D2288,13.37,0,0.5,0,1.98,8.42,0.5,2.97,18.32,3.47,1.98,3.96,7.92,1.98,11.39,12.87,3.96,2.48,0,3.96
,,,,,,,,,,,,,,,,,,,,
D2290,11.68,1.43,5.94,4.3,4.3,8.81,1.23,1.64,2.66,9.02,1.02,1.84,7.79,4.3,6.15,9.63,9.43,6.97,0.61,1.23
,,,,,,,,,,,,,,,,,,,,
D2292,5.28,4.01,3.1,2.55,3.46,4.92,4.37,2.91,5.65,8.38,2.37,3.28,7.29,2.91,10.56,12.93,8.74,4.37,0.55,2.37
,,,,,,,,,,,,,,,,,,,,
D2294,5.81,0.86,3.87,8.6,3.87,3.44,3.87,6.24,11.61,10.54,0.86,5.59,5.16,5.59,5.59,4.52,5.81,3.23,0.43,4.52
,,,,,,,,,,,,,,,,,,,,
D2296,5.26,0,9.13,6.35,5.11,8.51,2.48,4.33,8.98,7.12,2.17,4.64,4.64,4.02,3.87,8.98,4.33,6.97,0.77,2.32
,,,,,,,,,,,,,,,,,,,,
D2298,5.28,1.86,5.28,7.76,6.52,5.9,2.8,5.9,4.66,10.87,2.48,4.04,3.11,4.97,5.9,6.52,5.28,4.66,0.93,5.28
,,,,,,,,,,,,,,,,,,,,
D2300,10.14,0.72,6.52,7.97,2.17,5.8,1.45,7.97,3.62,13.77,2.17,6.52,0.72,3.62,7.25,5.8,5.07,5.8,1.45,1.45
,,,,,,,,,,,,,,,,,,,,
D2302,2.87,1.43,4.3,5.02,4.66,4.66,3.94,9.68,7.53,8.96,1.79,6.45,2.15,6.09,2.15,8.24,5.73,6.81,1.08,6.45
,,,,,,,,,,,,,,,,,,,,
D2304,6.1,1.63,3.25,10.16,3.25,3.66,1.22,4.07,12.6,8.94,2.85,2.03,4.47,4.88,8.54,8.54,3.66,3.66,2.44,4.07
,,,,,,,,,,,,,,,,,,,,
D2306,16.1,1.03,5.82,7.53,2.05,5.82,1.71,6.16,3.77,6.51,1.03,5.48,3.77,2.4,6.51,3.77,7.53,8.22,2.4,2.4
,,,,,,,,,,,,,,,,,,,,
D2308,8.68,1.77,5.85,8.77,2.13,3.81,3.28,3.45,5.23,6.73,3.54,4.61,5.23,11.16,6.82,7.09,4.69,4.69,0.27,2.21
,,,,,,,,,,,,,,,,,,,,
D2310,5.16,0.12,4.68,5.88,3,3.84,2.64,6.96,7.56,7.92,2.4,7.44,5.16,7.08,4.8,10.32,7.2,4.92,0.36,2.52
,,,,,,,,,,,,,,,,,,,,
D2312,5.56,3.03,4.55,6.57,4.04,2.02,6.57,9.09,7.07,13.13,3.54,2.53,3.03,5.05,7.07,6.06,4.55,2.53,1.01,3.03
,,,,,,,,,,,,,,,,,,,,
D2314,4.52,1.22,7.3,6.26,5.22,7.13,1.74,7.83,11.3,7.65,2.78,2.96,3.83,2.26,3.48,4.17,6.26,5.57,1.91,6.61
,,,,,,,,,,,,,,,,,,,,
D2316,9.59,0,0,6.85,1.37,9.59,0,5.48,12.33,8.22,4.11,5.48,6.85,2.74,4.11,5.48,5.48,9.59,0,2.74
,,,,,,,,,,,,,,,,,,,,
D2318,12.58,0.91,4.55,3.33,3.33,3.33,5.45,2.12,3.03,6.82,2.42,4.7,10.3,9.55,5.76,10.45,4.85,4.09,0.61,1.82
,,,,,,,,,,,,,,,,,,,,
D2320,4.69,1.7,5.26,8.52,2.13,4.69,2.56,2.98,7.95,10.37,1.42,2.56,8.38,5.68,5.26,10.23,6.39,5.82,1.99,1.42
,,,,,,,,,,,,,,,,,,,,
D2322,6.1,0,8.54,9.15,2.44,6.71,1.83,6.1,6.1,7.93,6.71,5.49,4.27,6.1,3.66,3.05,7.93,6.1,0,1.83
,,,,,,,,,,,,,,,,,,,,
D2324,9.09,1.52,1.52,6.06,0,9.09,1.52,4.55,6.06,3.03,1.52,3.03,6.06,6.06,9.09,4.55,6.06,13.64,4.55,3.03
,,,,,,,,,,,,,,,,,,,,
D2326,9.46,0,4.05,1.35,1.35,4.05,4.05,5.41,22.97,12.16,4.05,0,2.7,1.35,12.16,4.05,1.35,4.05,1.35,4.05
,,,,,,,,,,,,,,,,,,,,
D2328,9.68,0,5.65,6.45,5.65,7.26,0.81,7.26,8.06,7.26,0.81,4.84,0.81,5.65,0.81,8.06,11.29,7.26,0,2.42
,,,,,,,,,,,,,,,,,,,,
D2330,5.08,0,5.72,10.17,2.75,4.45,1.48,5.72,9.11,10.59,4.24,2.54,4.45,6.99,4.45,6.14,5.51,4.87,1.69,4.03
,,,,,,,,,,,,,,,,,,,,
D2332,8.4,1.05,6.3,6.82,2.89,5.25,1.05,6.82,11.02,6.82,1.57,3.67,4.99,2.62,2.62,8.66,7.87,8.14,0.26,3.15
,,,,,,,,,,,,,,,,,,,,
D2334,3.5,1.75,6.84,8.27,3.18,3.34,1.27,6.2,7.95,10.49,2.07,5.25,4.61,4.29,4.13,9.54,6.52,7.47,0.48,2.86
,,,,,,,,,,,,,,,,,,,,
D2336,6.31,1.3,6.49,7.61,1.11,9.46,1.86,4.64,6.49,7.61,1.48,5.19,4.82,2.6,5.19,7.61,7.98,8.72,1.11,2.41
,,,,,,,,,,,,,,,,,,,,
D2338,8,1.01,7.15,7.91,4.55,4.97,2.02,5.56,6.06,9.6,1.6,4.63,3.7,5.47,7.07,4.12,5.89,6.48,1.26,2.95
,,,,,,,,,,,,,,,,,,,,
D2340,5.4,2.6,4.56,5.3,2.51,7.16,4.56,4.74,3.16,8.19,1.12,2.51,11.07,5.67,4,14.33,5.4,4.84,0.65,2.23
,,,,,,,,,,,,,,,,,,,,
D2342,2.54,1.69,3.39,4.24,5.93,6.78,0.85,6.78,10.17,6.78,5.08,7.63,2.54,7.63,8.47,3.39,9.32,1.69,0.85,4.24
,,,,,,,,,,,,,,,,,,,,
D2344,5.35,2.33,5.73,7.91,3.26,6.24,2.19,3.82,6.01,10.1,2.42,2.79,5.96,4.8,7.68,8.94,4.38,6.61,0.98,2.51
,,,,,,,,,,,,,,,,,,,,
D2346,10.23,2.15,3.77,7.54,5.03,5.92,3.59,4.31,6.1,8.26,1.44,1.97,5.21,5.57,7.54,6.82,5.39,6.28,1.8,1.08
,,,,,,,,,,,,,,,,,,,,
D2348,7.91,0.77,6.51,8.67,1.28,6.51,1.79,6.51,7.78,10.71,3.83,3.32,4.72,3.57,6.25,4.85,4.08,8.04,0.38,2.55
,,,,,,,,,,,,,,,,,,,,
D2350,10.53,0,5.26,6.58,1.32,9.21,1.32,1.32,9.21,13.16,2.63,3.95,2.63,3.95,7.89,6.58,3.95,2.63,1.32,6.58
,,,,,,,,,,,,,,,,,,,,
D2352,6.88,0.46,1.83,10.55,5.96,3.21,2.75,6.42,4.13,10.55,5.05,3.21,2.29,6.42,10.09,5.5,6.88,5.96,0.46,1.38
,,,,,,,,,,,,,,,,,,,,
D2354,19.53,0.39,2.34,2.34,0.78,4.3,0.39,3.12,26.56,3.12,0.78,1.17,5.47,2.34,0.39,10.55,7.42,7.81,0,1.17
,,,,,,,,,,,,,,,,,,,,
